,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
3014,44,False,False,325038684,314311216,325 038 684+314 311 216=,12,0,639 349 900,283,5,"250150544+980356672=1230507216,372582441+519499522=892081963,421821165+665321531=1087142696,941673085+327442008=1269115093,451132889+542571883=993704772,730869266+441476884=1172346150,533626970+386036619=919663589,283209045+695907785=979116830",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3015,45,False,False,3626898,8897740,362 689 8+889 774 0=,12,0,1 252 463 8,275,7,"6284258+5831883=12116141,9774644+9193608=18968252,9833973+6665374=16499347,3985006+4611972=8596978,1279598+6587590=7867188,6625182+6619468=13244650,5274705+3945877=9220582,4336732+3280633=7617365",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3016,46,False,False,3654384,90928948,365 438 4+909 289 48=,12,0,1 274 727 2,275,7,"9688389+24136933=33825322,4380462+16893422=21273884,9447493+51027319=60474812,6771357+16986310=23757667,3775640+16135444=19911084,8665013+83038634=91703647,1038528+42233751=43272279,5331057+20824094=26155151",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3017,47,False,False,5215841,248222037,521 584 1+248 222 037=,12,0,769 806 178,275,5,"6223182+459710629=465933811,9306677+666254631=675561308,5243360+742708319=747951679,8814134+861740433=870554567,4276503+149735518=154012021,5231562+697151797=702383359,7602029+376865715=384467744,9626461+649837759=659464220",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3018,48,False,False,83213051,3277055,832 130 51+327 705 5=,12,0,1 159 801 06,275,7,"32801253+2166421=34967674,28850216+3144879=31995095,90041303+9102071=99143374,92011098+6157417=98168515,11363927+2516250=13880177,52376014+8437380=60813394,11218791+7942317=19161108,20872117+1399070=22271187",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3019,49,False,False,97302597,72197177,973 025 97+721 971 77=,12,0,1 694 997 74,275,7,"96435897+31112674=127548571,69176225+57044052=126220277,91100503+57060457=148160960,46939046+30389376=77328422,10609098+10123317=20732415,56455963+79987445=136443408,10837186+60321486=71158672,26757107+84654767=111411874",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3020,50,False,False,43522959,626053173,435 229 59+626 053 173=,12,0,1 061 282 132,277,7,"55053204+667304136=722357340,15960054+143201872=159161926,90285233+997427621=1087712854,34202491+442318145=476520636,95484415+669005123=764489538,99641890+506520740=606162630,23385770+307782013=331167783,41935038+121018035=162953073",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3021,51,False,False,810599385,6461223,810 599 385+646 122 3=,12,0,1 456 721 608,275,7,"173583973+4423667=178007640,482396503+5182795=487579298,719310242+7760003=727070245,183993997+1890981=185884978,710219626+4140018=714359644,247168294+5109976=252278270,797494278+8002524=805496802,463693387+2307449=466000836",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3022,52,False,False,368321110,61308300,368 321 110+613 083 00=,12,0,981 404 110,277,5,"384738506+42996942=427735448,645992381+36579030=682571411,783410474+29159623=812570097,541116867+83360260=624477127,223134064+47699268=270833332,925623091+95431310=1021054401,245719494+98512092=344231586,428447377+77303392=505750769",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3023,53,False,False,347634465,156805150,347 634 465+156 805 150=,12,0,504 439 615,285,5,"959997800+326471959=1286469759,435348098+270640289=705988387,294911771+455785230=750697001,229733324+862338278=1092071602,802331781+295729647=1098061428,573333951+785096018=1358429969,429650486+850687590=1280338076,440557462+306918801=747476263",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3024,54,False,False,8980889,7917286,898 088 9+791 728 6=,12,0,1 689 817 5,275,7,"4657764+7704933=12362697,7253435+4415056=11668491,4575519+3586826=8162345,7767730+5136336=12904066,6022110+2901757=8923867,8914318+4226593=13140911,5810870+4616520=10427390,3061462+8859695=11921157",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3025,55,False,False,3149015,51428634,314 901 5+514 286 34=,12,0,828 187 49,275,5,"8163048+63801046=71964094,8968989+50651729=59620718,4404951+96432280=100837231,3523629+41225726=44749355,4921621+53152702=58074323,7681330+99579534=107260864,7845572+62832068=70677640,9819610+93461686=103281296",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3026,56,False,False,3132772,920969091,313 277 2+920 969 091=,12,0,934 246 863,275,5,"7324034+276722468=284046502,7533251+818141344=825674595,7897075+587196907=595093982,4661331+320147561=324808892,8463030+837122928=845585958,7633018+867869458=875502476,7123520+789659026=796782546,2850836+389230629=392081465",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3027,57,False,False,15986434,1392246,159 864 34+139 224 6=,12,0,299 088 0,275,5,"43273595+8718973=51992568,58183630+8777189=66960819,58778808+1448824=60227632,13301703+3157900=16459603,80332429+7759650=88092079,64382611+5007512=69390123,24661353+7658867=32320220,81570535+1840270=83410805",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3028,58,False,False,48951570,94029536,489 515 70+940 295 36=,12,0,1 429 810 06,275,7,"12652270+23134735=35787005,75876706+72873517=148750223,10706333+71960512=82666845,58111931+89945432=148057363,40295155+94657978=134953133,97768730+18602177=116370907,13996873+36366687=50363560,37544535+98607950=136152485",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3029,59,False,False,22063662,572653085,220 636 62+572 653 085=,12,0,572 873 747,275,5,"81022812+709428250=790451062,41728775+132105943=173834718,61226303+335045261=396271564,29013852+503413667=532427519,30172407+528251663=558424070,35928404+806738294=842666698,68832615+217423660=286256275,12648417+108142569=120790986",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3030,60,False,False,291062901,3723758,291 062 901+372 375 8=,12,0,663 438 709,275,5,"215951813+6176405=222128218,233331727+5691375=239023102,343689307+5850094=349539401,232905340+8234913=241140253,388347976+5424638=393772614,334642027+5160930=339802957,670258140+8163738=678421878,464279630+4918035=469197665",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3031,61,False,False,117221765,47622549,117 221 765+476 225 49=,12,0,593 447 814,275,5,"852586415+41886690=894473105,414029412+57725753=471755165,624936101+60011952=684948053,668026633+92283943=760310576,651504492+19250540=670755032,301551480+56071571=357623051,188242808+36362084=224604892,679351645+23224154=702575799",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3032,62,False,False,730626411,467731809,730 626 411+467 731 809=,12,0,1 198 358 220,281,7,"664897075+180991758=845888833,385103924+223761486=608865410,434712138+733682809=1168394947,604076159+362904240=966980399,356963548+412187844=769151392,784480245+134233200=918713445,380726395+954166843=1334893238,838737776+831815269=1670553045",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3033,63,False,False,3714885,7521962,371 488 5+752 196 2=,12,0,1 123 684 7,275,7,"6118435+4530783=10649218,7948532+3603352=11551884,3135422+2429252=5564674,4061288+5696616=9757904,4159395+5036971=9196366,2763866+8661298=11425164,1709711+3782634=5492345,7799978+2613632=10413610",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3034,64,False,False,9006484,53267652,900 648 4+532 676 52=,12,0,1 433 325 6,275,7,"5488156+32269507=37757663,5901579+60389699=66291278,7450511+98942047=106392558,7076343+85487521=92563864,1903467+55233940=57137407,7559842+83385641=90945483,2319597+42613514=44933111,5083058+94229518=99312576",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3035,65,False,False,5222029,198699994,522 202 9+198 699 994=,12,0,721 902 903,275,5,"5565553+872630824=878196377,8392334+875174688=883567022,6168111+722097756=728265867,6777422+609152444=615929866,7203617+579873622=587077239,5358198+179640817=184999015,6124511+454497734=460622245,6128863+338130713=344259576",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3036,66,False,False,64833346,1716892,648 333 46+171 689 2=,12,0,820 022 88,275,5,"47328937+8188736=55517673,44832083+4489904=49321987,41410457+6947759=48358216,34967022+9974507=44941529,98886778+4530787=103417565,20146996+9499569=29646565,44740654+3500428=48241082,22792109+4602970=27395079",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3037,67,False,False,10226838,45688794,102 268 38+456 887 94=,12,0,559 156 32,275,5,"14156191+10637918=24794109,23601186+67529716=91130902,63204262+40333651=103537913,22115377+26714836=48830213,85969773+21372939=107342712,49097583+58259435=107357018,45174589+82583282=127757871,20219028+99166718=119385746",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3038,68,False,False,49922028,225780966,499 220 28+225 780 966=,12,0,725 001 994,275,5,"88344675+106606434=194951109,60334994+526471481=586806475,30190030+665247963=695437993,16960396+298649780=315610176,58038330+720673583=778711913,44687856+435345339=480033195,86203508+249052778=335256286,91698931+130044050=221742981",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3039,69,False,False,131742199,8562138,131 742 199+856 213 8=,12,0,987 956 037,277,5,"912971154+4864640=917835794,632562328+3827870=636390198,997562153+3662798=1001224951,303538038+5324483=308862521,687007327+1903137=688910464,393921703+4802183=398723886,930872496+3187625=934060121,510313219+2640752=512953971",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3040,70,False,False,144889651,97098489,144 889 651+970 984 89=,12,0,1 115 874 540,277,7,"333979932+69107819=403087751,987833752+20441404=1008275156,272525991+85466375=357992366,243880996+85035045=328916041,641204309+92963579=734167888,952281331+31314384=983595715,388949513+73497449=462446962,320722356+28558958=349281314",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
3041,71,False,False,167544901,475350920,167 544 901+475 350 920=,12,0,642 895 821,289,5,"984925326+464489080=1449414406,473973788+872321648=1346295436,952884572+436314952=1389199524,782372305+536177424=1318549729,931709333+341103597=1272812930,454939183+530815599=985754782,831751414+274054470=1105805884,255716805+897119988=1152836793",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",space_l2r,space_l2r,0,0,8,0,1
