,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
3643,43,False,False,764100366,12205532,"764,100,366+12,205,532=",12,0,"776,305,898",54,5,530382187+95795864=626178051,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3644,44,False,False,325038684,314311216,"325,038,684+314,311,216=",12,0,"639,349,900",54,5,744257064+123944720=868201784,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3645,45,False,False,3626898,8897740,"3,626,898+8,897,740=",12,0,"12,524,638",54,5,3205993+6157344=9363337,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3646,46,False,False,3654384,90928948,"3,654,384+90,928,948=",12,0,"94,583,332",54,5,9067851+65451976=74519827,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3647,47,False,False,5215841,248222037,"5,215,841+248,222,037=",12,0,"253,437,878",54,5,8831777+512842903=521674680,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3648,48,False,False,83213051,3277055,"83,213,051+3,277,055=",12,0,"86,490,106",54,5,40623508+8028352=48651860,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3649,49,False,False,97302597,72197177,"97,302,597+72,197,177=",12,0,"169,499,774",54,5,89641725+86269382=175911107,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3650,50,False,False,43522959,626053173,"43,522,959+626,053,173=",12,0,"669,576,132",54,5,52685574+284134403=336819977,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3651,51,False,False,810599385,6461223,"810,599,385+6,461,223=",12,0,"817,060,608",54,5,229676728+1830269=231506997,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3652,52,False,False,368321110,61308300,"368,321,110+61,308,300=",12,0,"429,629,410",54,5,521099284+74590483=595689767,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3653,53,False,False,347634465,156805150,"347,634,465+156,805,150=",12,0,"504,439,615",56,5,371661015+705203881=1076864896,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3654,54,False,False,8980889,7917286,"8,980,889+7,917,286=",12,0,"16,898,175",54,5,3592087+6208483=9800570,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3655,55,False,False,3149015,51428634,"3,149,015+51,428,634=",12,0,"54,577,649",54,5,8469850+35878403=44348253,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3656,56,False,False,3132772,920969091,"3,132,772+920,969,091=",12,0,"924,101,863",54,5,7013354+110527021=117540375,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3657,57,False,False,15986434,1392246,"15,986,434+1,392,246=",12,0,"17,378,680",54,5,75938091+5185820=81123911,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3658,58,False,False,48951570,94029536,"48,951,570+94,029,536=",12,0,"143,981,106",54,5,35531306+23257002=58788308,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3659,59,False,False,22063662,572653085,"22,063,662+572,653,085=",12,0,"594,716,747",56,5,83713578+960135210=1043848788,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3660,60,False,False,291062901,3723758,"291,062,901+3,723,758=",12,0,"294,786,659",54,5,484411474+3630445=488041919,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3661,61,False,False,117221765,47622549,"117,221,765+47,622,549=",12,0,"164,844,314",54,5,535806581+19890743=555697324,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3662,62,False,False,730626411,467731809,"730,626,411+467,731,809=",12,0,"1,198,358,220",54,7,574900629+379019039=953919668,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3663,63,False,False,3714885,7521962,"3,714,885+7,521,962=",12,0,"11,236,847",54,5,3714419+6567436=10281855,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3664,64,False,False,9006484,53267652,"9,006,484+53,267,652=",12,0,"62,274,136",54,5,2312424+33378898=35691322,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3665,65,False,False,5222029,198699994,"5,222,029+198,699,994=",12,0,"203,922,023",54,5,5088526+804963760=810052286,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3666,66,False,False,64833346,1716892,"64,833,346+1,716,892=",12,0,"66,550,238",54,5,23970281+9637409=33607690,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3667,67,False,False,10226838,45688794,"10,226,838+45,688,794=",12,0,"55,915,632",54,5,93387576+84029604=177417180,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3668,68,False,False,49922028,225780966,"49,922,028+225,780,966=",12,0,"275,702,994",54,5,81335478+330784249=412119727,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3669,69,False,False,131742199,8562138,"131,742,199+8,562,138=",12,0,"140,304,337",54,5,701646087+8816190=710462277,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3670,70,False,False,144889651,97098489,"144,889,651+97,098,489=",12,0,"241,988,140",54,5,446977620+85935355=532912975,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3671,71,False,False,167544901,475350920,"167,544,901+475,350,920=",12,0,"642,895,821",56,5,841451664+618616286=1460067950,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3672,72,False,False,9374668,6122542,"9,374,668+6,122,542=",12,0,"15,497,210",54,5,4194791+9230196=13424987,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3673,73,False,False,1973134,13007120,"1,973,134+13,007,120=",12,0,"15,980,254",54,5,7729872+44894082=52623954,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3674,74,False,False,9360347,717451560,"9,360,347+717,451,560=",12,0,"726,811,907",54,5,8217744+123398456=131616200,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3675,75,False,False,28505409,2617207,"28,505,409+2,617,207=",12,0,"31,122,616",54,5,65840216+7894980=73735196,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3676,76,False,False,21598838,85133526,"21,598,838+85,133,526=",12,0,"106,732,364",54,5,26416594+63133235=89549829,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3677,77,False,False,83901777,962169873,"83,901,777+962,169,873=",12,0,"1,046,071,650",54,7,25172153+955106374=980278527,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3678,78,False,False,311491260,3425934,"311,491,260+3,425,934=",12,0,"314,917,194",54,5,266250601+9745990=275996591,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3679,79,False,False,986793495,54021090,"986,793,495+54,021,090=",12,0,"1,040,814,585",54,7,763854662+51889363=815744025,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3680,80,False,False,494414977,632215798,"494,414,977+632,215,798=",12,0,"1,126,630,775",56,7,874778733+683756224=1558534957,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3681,81,False,False,1677324,7514842,"1,677,324+7,514,842=",12,0,"9,192,166",54,5,6072479+3682092=9754571,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3682,82,False,False,8842593,12036159,"8,842,593+12,036,159=",12,0,"20,878,752",54,5,8942027+35121164=44063191,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3683,83,False,False,8202333,472019863,"8,202,333+472,019,863=",12,0,"480,222,196",54,5,5463718+859327853=864791571,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3684,84,False,False,45909767,8780671,"45,909,767+8,780,671=",12,0,"54,690,438",54,5,88747090+3371903=92118993,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3685,85,False,False,40185932,43182335,"40,185,932+43,182,335=",12,0,"83,368,267",54,5,41007347+96861481=137868828,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3686,86,False,False,96811155,407867638,"96,811,155+407,867,638=",12,0,"504,678,793",54,5,27107017+595307475=622414492,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3687,87,False,False,592955730,7719228,"592,955,730+7,719,228=",12,0,"600,674,958",54,5,747075506+7523657=754599163,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3688,88,False,False,596780670,95328802,"596,780,670+95,328,802=",12,0,"692,109,472",54,5,668475319+74235979=742711298,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3689,89,False,False,752752744,328244045,"752,752,744+328,244,045=",12,0,"1,080,996,789",56,7,913779570+678445292=1592224862,gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,1,0,1
3690,0,False,False,2307350,6058422,"2,307,350+6,058,422=",12,0,"8,365,772",79,5,"1591489+1771307=3362796,3327240+1622211=4949451",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3691,1,False,False,7778640,14016227,"7,778,640+14,016,227=",12,0,"21,794,867",79,5,"6741341+27336233=34077574,8750598+92585751=101336349",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3692,2,False,False,9482500,964332763,"9,482,500+964,332,763=",12,0,"973,815,263",79,5,"9108780+350040172=359148952,6697153+138065232=144762385",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3693,3,False,False,51629751,1711633,"51,629,751+1,711,633=",12,0,"53,341,384",79,5,"71466778+2912413=74379191,76583382+3693125=80276507",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3694,4,False,False,57713793,81530413,"57,713,793+81,530,413=",12,0,"139,244,206",79,5,"43907337+29712317=73619654,71879765+92854755=164734520",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3695,5,False,False,10841276,608537036,"10,841,276+608,537,036=",12,0,"619,378,312",79,5,"86496753+281432826=367929579,12349133+117470387=129819520",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3696,6,False,False,201260781,7489051,"201,260,781+7,489,051=",12,0,"208,749,832",79,5,"974351912+2843960=977195872,583269594+7527559=590797153",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3697,7,False,False,580528087,15255626,"580,528,087+15,255,626=",12,0,"595,783,713",79,5,"270005636+43758442=313764078,757489463+36258305=793747768",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3698,8,False,False,391577960,272373856,"391,577,960+272,373,856=",12,0,"663,951,816",81,5,"203257269+443536093=646793362,366154807+763097383=1129252190",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3699,9,False,False,5807401,2374360,"5,807,401+2,374,360=",12,0,"8,181,761",79,5,"3886336+4840519=8726855,7380554+6413406=13793960",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3700,10,False,False,3735601,78222315,"3,735,601+78,222,315=",12,0,"81,957,916",79,5,"4986619+25695361=30681980,4085252+70601998=74687250",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3701,11,False,False,6612747,566641845,"6,612,747+566,641,845=",12,0,"573,254,592",79,5,"6468761+302442309=308911070,7557926+566659524=574217450",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3702,12,False,False,42267863,8567869,"42,267,863+8,567,869=",12,0,"50,835,732",79,5,"12469845+5598126=18067971,54728566+7491542=62220108",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3703,13,False,False,47695019,29774166,"47,695,019+29,774,166=",12,0,"77,469,185",79,5,"12379222+98944842=111324064,54572596+53869984=108442580",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3704,14,False,False,18614706,518722247,"18,614,706+518,722,247=",12,0,"537,336,953",79,5,"50473791+357292587=407766378,89176460+154065822=243242282",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3705,15,False,False,306492243,5719768,"306,492,243+5,719,768=",12,0,"312,212,011",79,5,"122291751+1663584=123955335,405605247+5718795=411324042",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3706,16,False,False,808630085,27532599,"808,630,085+27,532,599=",12,0,"836,162,684",79,5,"439870705+88636469=528507174,439335722+21467198=460802920",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3707,17,False,False,430298470,694067915,"430,298,470+694,067,915=",12,0,"1,124,366,385",81,7,"759135560+659749556=1418885116,342850479+609897752=952748231",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3708,18,False,False,7169254,6322530,"7,169,254+6,322,530=",12,0,"13,491,784",79,5,"1353124+7599746=8952870,5221890+7055244=12277134",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3709,19,False,False,8572387,76470457,"8,572,387+76,470,457=",12,0,"85,042,844",79,5,"5651409+51942618=57594027,5855056+85826552=91681608",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3710,20,False,False,4304231,377004109,"4,304,231+377,004,109=",12,0,"381,308,340",79,5,"5518636+462272780=467791416,6215726+621763728=627979454",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3711,21,False,False,92387097,3019679,"92,387,097+3,019,679=",12,0,"95,406,776",79,5,"64370260+4695929=69066189,28362114+1165970=29528084",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3712,22,False,False,35295736,81720003,"35,295,736+81,720,003=",12,0,"117,015,739",79,5,"19187603+78147719=97335322,54329891+98219945=152549836",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3713,23,False,False,31569348,923325852,"31,569,348+923,325,852=",12,0,"954,895,200",79,5,"20505574+143375668=163881242,47084062+810473151=857557213",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3714,24,False,False,851153427,4266518,"851,153,427+4,266,518=",12,0,"855,419,945",79,5,"438192840+6536845=444729685,668286416+4501663=672788079",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3715,25,False,False,910436316,79313778,"910,436,316+79,313,778=",12,0,"989,750,094",79,5,"308576985+79900196=388477181,423716216+57760965=481477181",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3716,26,False,False,439288219,390148286,"439,288,219+390,148,286=",12,0,"829,436,505",79,5,"483178294+367894798=851073092,215997995+358107261=574105256",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3717,27,False,False,7859788,7979386,"7,859,788+7,979,386=",12,0,"15,839,174",79,5,"7915348+3755273=11670621,2573176+1353515=3926691",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3718,28,False,False,5746685,74617405,"5,746,685+74,617,405=",12,0,"80,364,090",79,5,"8976296+31405795=40382091,2795267+63582370=66377637",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3719,29,False,False,1227763,881768096,"1,227,763+881,768,096=",12,0,"882,995,859",79,5,"1780033+705673890=707453923,7733991+354818585=362552576",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3720,30,False,False,28696832,1516385,"28,696,832+1,516,385=",12,0,"30,213,217",79,5,"86145840+8051076=94196916,58348693+9111098=67459791",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3721,31,False,False,86669258,60294542,"86,669,258+60,294,542=",12,0,"146,963,800",79,5,"93190577+20558223=113748800,34211445+19381746=53593191",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3722,32,False,False,26269523,860417848,"26,269,523+860,417,848=",12,0,"886,687,371",79,5,"33333515+206970314=240303829,93646189+107072679=200718868",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3723,33,False,False,288317111,6719702,"288,317,111+6,719,702=",12,0,"295,036,813",79,5,"980628224+6638009=987266233,501452775+4591549=506044324",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3724,34,False,False,375974393,17570295,"375,974,393+17,570,295=",12,0,"393,544,688",79,5,"301013149+87833653=388846802,531799565+29277255=561076820",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3725,35,False,False,702855193,392159457,"702,855,193+392,159,457=",12,0,"1,095,014,650",81,7,"347247543+817671650=1164919193,107807235+120348149=228155384",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3726,36,False,False,8293063,5579292,"8,293,063+5,579,292=",12,0,"13,872,355",79,5,"4372863+6960221=11333084,9604018+6749040=16353058",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3727,37,False,False,8677809,26959317,"8,677,809+26,959,317=",12,0,"35,637,126",79,5,"2187187+88831351=91018538,2310290+78427808=80738098",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3728,38,False,False,9709796,498497748,"9,709,796+498,497,748=",12,0,"508,207,544",79,5,"8434716+873768068=882202784,1179751+480369246=481548997",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3729,39,False,False,83954275,8324636,"83,954,275+8,324,636=",12,0,"92,278,911",79,5,"86565680+1779455=88345135,35767442+5626018=41393460",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
3730,40,False,False,84038950,59508035,"84,038,950+59,508,035=",12,0,"143,546,985",79,5,"79020648+72254525=151275173,76244349+57172909=133417258",gpt-4-0314,You are a helpful assistant.,comma_r2l,comma_r2l,0,0,2,0,1
